CustomerID,ltv_tier,discounted_clv_12m,max_cac_3x,max_cac_1_5x,max_cac_6m_payback
12346,Long Tail / Low Value,94.75007750231755,31.583359167439184,63.16671833487837,48.71742257055972
12347,High Value,1023.8601335986883,341.2867111995628,682.5734223991255,525.9103728590895
12348,Mid Value,298.07068276145543,99.35689425381848,198.71378850763696,153.1292147566391
12349,Mid Value,507.4104059462644,169.13680198208814,338.2736039641763,262.29917909607514
12350,Long Tail / Low Value,98.72543766344205,32.90847922114735,65.8169584422947,50.767531357616804
12352,High Value,739.6270010760187,246.54233369200622,493.08466738401245,380.08277215894793
12353,Long Tail / Low Value,139.45002952014883,46.48334317338294,92.96668634676588,71.78599165299025
12354,Long Tail / Low Value,125.66542390394919,41.88847463464973,83.77694926929946,64.66850647317312
12355,Long Tail / Low Value,134.14345201934742,44.71448400644914,89.42896801289828,69.0456803242735
12356,Long Tail / Low Value,219.90307007152447,73.30102335717483,146.60204671434965,113.00457456593932
12357,Mid Value,419.08342379463653,139.69447459821217,279.38894919642433,216.51549162797255
12358,High Value,719.5521238104735,239.8507079368245,479.701415873649,370.5037049993844
12359,Whales,2028.3615417137862,676.1205139045954,1352.2410278091909,1042.2170161191084
12360,High Value,950.0080527265396,316.6693509088465,633.338701817693,488.7444974550955
12361,Long Tail / Low Value,105.36798474774872,35.12266158258291,70.24532316516581,54.19383275156623
12362,Whales,1556.8553182876194,518.9517727625398,1037.9035455250796,800.0280066050399
12363,Long Tail / Low Value,181.32161717281815,60.44053905760605,120.8810781152121,93.2575741564792
12364,Mid Value,570.4579971966144,190.1526657322048,380.3053314644096,293.8396342558354
12365,Long Tail / Low Value,140.32470145975824,46.774900486586084,93.54980097317217,72.14028301001133
12367,Mid Value,638.136478275977,212.71215942532567,425.42431885065133,330.08829521594714
12370,Mid Value,641.4071635939126,213.80238786463755,427.6047757292751,329.50853189685165
12371,Mid Value,676.201167913087,225.40038930436233,450.80077860872467,348.85110271236414
12372,Mid Value,393.08740252857194,131.02913417619064,262.0582683523813,202.04426044160533
12373,Long Tail / Low Value,98.42247973529001,32.80749324509667,65.61498649019335,50.61128325164782
12374,Mid Value,462.6616855410126,154.2205618470042,308.4411236940084,239.10164871671677
12375,Mid Value,325.05847945826724,108.35282648608909,216.70565297217817,167.53539262033814
12377,Mid Value,273.16893107703913,91.05631035901304,182.11262071802608,140.37082558308785
12378,Long Tail / Low Value,196.68085441186656,65.56028480395553,131.12056960791105,101.36210163667309
12379,Mid Value,370.73076440198724,123.57692146732909,247.15384293465817,190.8368628155664
12380,Whales,1206.3881759471028,402.1293919823676,804.2587839647352,620.6969880253486
12381,Mid Value,429.7846270747605,143.2615423582535,286.523084716507,221.3354387103832
12383,Mid Value,363.56924121275614,121.18974707091871,242.37949414183743,186.77587408268545
12384,Mid Value,360.1295391286126,120.04317970953753,240.08635941907505,185.52541619245852
12386,Long Tail / Low Value,58.5811328259113,19.527044275303766,39.05408855060753,30.100277238583104
12388,High Value,760.0956716208968,253.3652238736323,506.7304477472646,390.534881971456
12390,Mid Value,271.3127766617796,90.4375922205932,180.8751844411864,139.97524575602216
12391,Mid Value,487.1514519001218,162.3838173000406,324.7676346000812,251.79648581276086
12393,Mid Value,393.265461877028,131.08848729234265,262.1769745846853,202.06697814001762
12394,High Value,698.5956921252206,232.86523070840687,465.73046141681374,359.39703247067365
12395,High Value,707.5414304315242,235.84714347717474,471.6942869543495,363.4027758036607
12397,Whales,1347.856605576671,449.2855351922237,898.5710703844474,694.1948492963625
12398,Mid Value,366.249709337938,122.08323644597932,244.16647289195865,189.139696683436
12399,Mid Value,345.04651870966416,115.01550623655471,230.03101247310943,177.38758627410863
12401,Long Tail / Low Value,100.63860550421498,33.546201834738326,67.09240366947665,51.754275276945826
12402,Long Tail / Low Value,95.29311817892993,31.764372726309976,63.52874545261995,48.997451277041115
12403,Mid Value,351.8235929487818,117.27453098292727,234.54906196585455,181.66644322402294
12405,Long Tail / Low Value,178.01468521437138,59.33822840479046,118.67645680958093,91.71170391976337
12406,Whales,1615.2437275761615,538.4145758587205,1076.829151717441,831.3114712333997
12407,Mid Value,593.6648450878055,197.88828169593515,395.7765633918703,305.177884311818
12408,High Value,864.4233164321314,288.14110547737715,576.2822109547543,444.3790198705467
12409,Whales,3115.3735951320155,1038.457865044005,2076.91573008801,1603.103682696013
12410,Long Tail / Low Value,28.73397462802033,9.577991542673443,19.155983085346886,14.770017838344282
12412,Mid Value,485.0065303685898,161.66884345619658,323.33768691239317,249.61736093413765
12413,Long Tail / Low Value,110.36590130141457,36.78863376713819,73.57726753427637,56.71070693775768
12414,Long Tail / Low Value,157.43571696260207,52.47857232086736,104.95714464173471,80.91240529026713
12415,Whales,32675.010020100442,10891.670006700147,21783.340013400295,16785.098526612222
12417,High Value,945.9458091286511,315.31526970955036,630.6305394191007,485.9024079708678
12418,Long Tail / Low Value,217.00633534138936,72.33544511379645,144.6708902275929,111.87398663860029
12420,Mid Value,308.85677095052165,102.95225698350721,205.90451396701442,159.4129994827196
12421,Long Tail / Low Value,238.2803385268171,79.42677950893903,158.85355901787807,122.44383832689354
12422,Long Tail / Low Value,228.48201316872365,76.16067105624121,152.32134211248243,117.4139469905449
12423,Mid Value,468.606577720538,156.20219257351266,312.4043851470253,240.71734591231962
12424,Mid Value,249.9665032665454,83.32216775551514,166.64433551103028,128.68680198385007
12425,Mid Value,274.0895273091974,91.36317576973248,182.72635153946496,141.4126016918526
12426,Long Tail / Low Value,144.96681917961024,48.32227305987008,96.64454611974016,74.63527795409668
12427,Long Tail / Low Value,189.8233277975568,63.2744425991856,126.5488851983712,97.51843156212588
12428,Whales,2060.405493994445,686.8018313314816,1373.6036626629632,1058.8990807423086
12429,High Value,802.9070303781605,267.6356767927202,535.2713535854404,412.4630452172309
12430,Mid Value,374.7225123490411,124.90750411634703,249.81500823269405,193.5292667337851
